Goodreads Quote Id,Author,Book,ISBN,Quote,Tags,Quote Popularity,Order
196536,"Warren Buffett","","","I always knew I was going to be rich. I don't think I ever doubted it for a minute. ","",111,132
1140603,"Warren Buffett","","","Games are won by players who focus on the playing field –- not by those whose eyes are glued to the scoreboard.","investing, warren-buffett",102,133
845021,"Warren Buffet","","","I learned to go into business only with people whom I like, trust, and admire.","",96,134
8760232,"Warren Buffett","","","If you don't find a way to make money while you sleep, you will work until you die.","money",88,135
603704,"Warren Buffett","","","People always ask me where they should go to work, and I always tell them to go to work for whom they admire the most.","",64,136
801715,"Warren Buffett","","","You’ve gotta keep control of your time, and you can’t unless you say no. You can’t let people set your agenda in life.","",68,137
1130302,"Warren Buffett","","","Tell me who your heroes are and I’ll tell you how you’ll turn out to be.","",58,138
5205902,"Warren Buffett","","","The most important investment you can make is in yourself.","",48,139
983829,"Warren Buffett","","","If you aren't thinking about owning a stock for ten years, don't even think about owning it for ten minutes.","investing",44,140
10644791,"Warren Buffett","","","We don’t have to be smarter than the rest. We have to be more disciplined than the rest.","warren-buffet",43,141
951972,"Warren Buffett","","","The difference between successful people and very successful people is that very successful people say “no” to almost everything.","focus, inspirational",33,142
1050945,"Warren Buffett","","","Intensity is the price of excellence.","",28,143
9254669,"Warren Buffet","","","Get something to improve yourself at least 1% each day","",23,144
7341344,"Warren Buffett","The Essays of Warren Buffett: Lessons for Corporate America","1611634474","calling someone who trades actively in the market an investor “is like calling someone who repeatedly engages in one-night stands a romantic.","",25,145
7374466,"Warren Buffett","","","Never depend on single income. Make investment to create a second source.","business",21,146
7316642,"Warren Buffett","Berkshire Hathaway Letters to Shareholders: 1965-2024","","Culture, more than rule books, determines how an organization behaves.","",15,147
7608583,"Warren Buffett","","","In fact, when Warren Buffett was once asked about the key to success, he pointed to a stack of nearby books and said, “Read 500 pages like this every day. That’s how knowledge works. It builds up, like compound interest. All of you can do it, but I guarantee not many of you will do it.","",14,148
8029605,"Warren Buffett","","","The more you learn, the more you earn.","",15,149
9594306,"Warren Buffett","","","If you are investing in your education and you are learning, you should do that as early as you possibly can, because then it will have time to compound over the longest period.<br/><br/>And that the things you do learn and invest in should be knowledge that is cumulative, so that the knowledge builds on itself. <br/><br/>So instead of learning something that might become obsolete tomorrow, like some particular type of software [that no one even uses two years later], choose things that will make you smarter in 10 or 20 years.","business, compound-interest, learning",13,150
9078644,"Warren Buffett","","","The rich invest in time, the poor invest in money.","",17,151
8844222,"Warren Buffett","","","Reading could be the BEST addiction one could have. The only proven side effect is imagination & an edge in knowledge.","",9,152
7273268,"Warren Buffett","Berkshire Hathaway Letters to Shareholders: 1965-2024","","Talking to Time Magazine a few years back, Peter Drucker got to the heart of things: “I will tell you a secret: Dealmaking beats working. Dealmaking is exciting and fun, and working is grubby. Running anything is primarily an enormous amount of grubby detail work . . . dealmaking is romantic, sexy. That’s why you have deals that make no sense.","",8,153
8209009,"Warren Buffett","","","To be successful, look for the job you will take if you don't need a job","career, happiness, job, success, work",9,154
10006095,"Dr. Seuss","","","Don't cry because its over, smile because it happened.","inspirational-attitude",67,155
11646365,"Will Storr","The Status Game: On Human Life and How to Play It","0008354650","Whilst we play life as a game, our conscious experience of it takes the form of a story.","evolutionary-psychology, games, games-people-play, wittgenstein",6,156
267175,"David O. McKay","","","All good things require effort. That which is worth having will cost part of your physical being, your intellectual power and your soul power. Let us ever keep in mind that life is largely what we make it.","",40,157
373021,"George Vaillant","","","It's very hard, for most of us to tolerate being loved.","",9,158
776427,"Margaret Thatcher","","","I think we have gone through a period when too many children and people have been given to understand 'I have a problem, it is the government's job to cope with it!' or 'I have a problem, I will go and get a grant to cope with it!'; 'I am homeless, the government must house me!' and so they are casting their problems on society and who is society?<br/><br/>""There is no such thing! There are individual men and women and there are families, and no government can do anything except through people and people look to themselves first.<br/><br/>""It is our duty to look after ourselves and then also to help look after our neighbour and life is a reciprocal business and people have got the entitlements too much in mind without the obligations.","",10,159
